F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
,23,0,23,0,89,85,,0,4,0,0,4,0,,,,,
,13,0,13,0,67,62,,0,5,0,1,2,0,,,,,
,12,0,12,0,49,44,,16,5,0,0,5,0,,,,,
,23,0,23,4,102,92,,7,6,0,0,0,0,,,,,
,17,1,17,0,71,64,,0,7,1,0,5,1,,,,,
,14,0,14,0,59,59,,0,0,0,0,0,0,,,,,
,19,0,19,0,70,70,,0,0,0,0,0,0,,,,,
,17,0,17,0,99,96,,0,3,0,1,0,0,,,,,
,21,0,21,4,106,102,,0,0,0,0,0,0,,,,,
,30,0,30,0,108,105,,9,3,0,1,0,0,,,,,
,14,0,14,0,63,63,,1,0,0,0,0,0,,,,,
,11,0,11,2,54,48,,0,4,0,1,0,0,,,,,
,11,0,11,0,47,45,,0,2,0,0,2,0,,,,,
,13,0,13,3,61,57,,0,1,0,0,0,0,,,,,
,17,0,17,2,72,63,,0,7,0,2,2,0,,,,,
,13,0,13,0,58,54,,0,4,0,0,4,0,,,,,
,14,0,14,0,51,46,,0,5,0,0,4,0,,,,,
,19,0,19,0,91,89,,1,2,0,0,0,0,,,,,
,13,0,13,0,66,63,,5,3,0,1,0,0,,,,,
,12,0,12,0,58,58,,1,0,0,0,0,0,,,,,
,11,0,11,0,70,70,,0,0,0,0,0,0,,,,,
,11,0,11,0,44,44,,12,0,0,0,0,0,,,,,
,16,0,16,0,84,80,,0,4,0,2,0,0,,,,,
,10,0,10,1,51,49,,0,1,0,0,0,0,,,,,
,10,0,10,0,50,50,,0,0,0,0,0,0,,,,,
,8,0,8,0,42,42,,0,0,0,0,0,0,,,,,
,14,0,14,0,70,63,,0,7,0,0,0,0,,,,,
,19,0,19,1,87,83,,0,3,0,1,0,0,,,,,
,21,0,21,10,80,69,,0,1,0,0,0,0,,,,,
,11,0,11,0,61,58,,1,3,0,1,0,0,,,,,
,17,0,17,0,87,79,,0,8,0,1,4,0,,,,,
,9,1,9,0,46,45,,0,1,0,0,0,1,,,,,
,12,0,12,0,47,43,,0,4,0,0,3,0,,,,,
,10,0,10,0,46,38,,0,8,0,1,0,0,,,,,
,22,1,22,0,87,83,,1,4,0,1,0,1,,,,,
,18,0,18,0,78,75,,1,3,0,1,0,0,,,,,
,26,1,26,1,115,107,,0,7,0,1,2,1,,,,,
,26,0,26,0,115,107,,3,8,1,1,0,0,,,,,
,13,0,13,0,57,55,,0,2,0,0,2,0,,,,,
,9,0,9,0,46,40,,0,6,0,0,6,0,,,,,
,14,0,14,0,62,57,,0,5,0,1,2,0,,,,,
,9,0,9,0,46,46,,1,0,0,0,0,0,,,,,
,11,0,11,1,45,42,,0,2,0,0,0,0,,,,,
,27,1,27,2,107,93,,8,12,0,0,0,1,,,,,
,11,0,11,0,58,53,,0,5,1,2,0,0,,,,,
,9,0,9,0,47,45,,0,2,0,0,2,0,,,,,
,9,1,9,0,45,44,,0,1,0,0,0,1,,,,,
,14,0,14,0,60,60,,0,0,0,0,0,0,,,,,
,10,0,10,0,54,54,,0,0,0,0,0,0,,,,,
,10,0,10,0,46,44,,0,2,0,0,0,0,,,,,
,18,0,18,3,90,86,,0,1,0,0,0,0,,,,,
,27,1,27,0,111,106,,1,5,0,0,0,1,,,,,
,17,0,17,0,87,82,,0,5,1,0,4,0,,,,,
,11,0,11,0,54,54,,11,0,0,0,0,0,,,,,
,12,0,12,0,66,66,,2,0,0,0,0,0,,,,,
,22,0,22,0,94,89,,10,5,0,0,0,0,,,,,
,19,0,19,0,100,95,,0,5,2,1,0,0,,,,,
,19,0,19,0,71,71,,3,0,0,0,0,0,,,,,
,15,0,15,0,75,72,,1,3,1,0,2,0,,,,,
,13,0,13,0,64,60,,0,4,1,1,0,0,,,,,
,13,0,13,0,60,54,,3,6,0,0,4,0,,,,,
,22,0,22,3,96,89,,0,4,0,1,0,0,,,,,
,15,0,15,0,62,62,,0,0,0,0,0,0,,,,,
,9,0,9,0,46,46,,1,0,0,0,0,0,,,,,
,20,0,20,6,93,84,,1,3,0,0,1,0,,,,,
,10,0,10,0,50,50,,1,0,0,0,0,0,,,,,
,18,1,18,0,85,78,,0,7,0,0,6,1,,,,,
,16,0,16,0,70,67,,0,3,0,1,0,0,,,,,
,11,6,11,0,58,52,,7,6,0,0,0,6,,,,,
,10,0,10,0,51,42,,0,9,3,0,6,0,,,,,
,15,0,15,0,82,75,,0,7,0,0,0,0,,,,,
,10,0,10,0,41,41,,2,0,0,0,0,0,,,,,
,11,0,11,3,47,41,,0,3,0,0,2,0,,,,,
,15,0,15,0,65,62,,1,3,0,0,2,0,,,,,
,14,0,14,0,71,62,,0,9,0,0,3,0,,,,,
,26,1,26,0,113,103,,4,10,0,5,2,1,,,,,
,10,0,10,0,72,69,,1,3,0,0,1,0,,,,,
,26,0,26,0,99,97,,1,2,0,0,2,0,,,,,
,14,0,14,0,64,64,,12,0,0,0,0,0,,,,,
,15,0,15,0,79,70,,0,9,0,2,0,0,,,,,
,9,0,9,0,46,44,,2,2,2,0,0,0,,,,,
,24,1,24,0,106,100,,0,6,0,0,3,1,,,,,
,12,0,12,0,50,40,,0,10,0,0,9,0,,,,,
,20,0,20,0,96,92,,0,4,0,2,0,0,,,,,
,10,0,10,0,49,49,,0,0,0,0,0,0,,,,,
,17,1,17,0,70,65,,0,5,0,0,4,1,,,,,
,11,0,11,0,66,63,,0,3,0,1,0,0,,,,,
,17,0,17,0,103,100,,1,3,3,0,0,0,,,,,
,14,0,14,0,50,43,,1,7,1,2,2,0,,,,,
,26,0,26,0,114,113,,0,1,0,0,1,0,,,,,
,17,0,17,0,98,97,,9,1,0,0,0,0,,,,,
,12,0,12,0,63,63,,0,0,0,0,0,0,,,,,
,15,0,15,0,62,58,,0,4,0,0,4,0,,,,,
,11,0,11,0,60,60,,8,0,0,0,0,0,,,,,
,25,0,25,0,118,112,,0,6,0,0,0,0,,,,,
,9,0,9,0,48,48,,0,0,0,0,0,0,,,,,
,16,0,16,0,78,77,,0,1,1,0,0,0,,,,,
,12,0,12,1,48,43,,0,4,0,0,4,0,,,,,
,15,0,15,2,48,44,,2,2,0,0,2,0,,,,,
,22,0,22,0,117,101,,9,16,9,0,0,0,,,,,
,17,0,17,0,79,77,,0,2,0,0,2,0,,,,,
,30,1,30,0,111,102,,0,9,0,0,4,1,,,,,
,9,0,9,0,42,41,,41,1,1,0,0,0,,,,,
,11,0,11,1,45,39,,0,5,0,1,2,0,,,,,
,17,0,17,1,85,77,,2,7,0,1,4,0,,,,,
,22,0,22,0,92,87,,0,5,0,1,2,0,,,,,
,15,0,15,1,62,57,,0,4,0,0,4,0,,,,,
,23,1,23,0,108,103,,4,5,0,1,0,1,,,,,
,19,0,19,0,82,78,,8,4,0,0,4,0,,,,,
,13,0,13,0,52,47,,0,5,0,0,5,0,,,,,
,20,1,20,1,79,73,,4,5,0,0,4,1,,,,,
,18,0,18,1,76,71,,0,4,0,0,4,0,,,,,
,10,0,10,1,45,43,,3,1,0,0,1,0,,,,,
,22,0,22,0,97,95,,0,2,0,0,2,0,,,,,
,6,0,6,0,49,49,,0,0,0,0,0,0,,,,,
,14,1,14,0,52,47,,1,5,0,1,0,1,,,,,
,12,0,12,0,55,55,,2,0,0,0,0,0,,,,,
,15,1,15,1,69,67,,0,1,0,0,0,1,,,,,
,16,0,16,0,74,74,,1,0,0,0,0,0,,,,,
,15,0,15,0,66,62,,0,4,0,0,4,0,,,,,
,18,0,18,0,102,99,,0,3,0,1,0,0,,,,,
,11,0,11,0,52,49,,0,3,0,1,0,0,,,,,
,27,0,27,3,102,96,,11,3,2,0,0,0,,,,,
,18,0,18,0,83,77,,0,6,2,1,1,0,,,,,
,14,0,14,3,56,52,,0,1,0,0,0,0,,,,,
,13,0,13,1,43,40,,0,2,0,0,2,0,,,,,
,24,0,24,1,99,93,,0,5,0,0,4,0,,,,,
,15,0,15,0,72,72,,0,0,0,0,0,0,,,,,
,16,0,16,0,61,58,,0,3,0,0,0,0,,,,,
,22,0,22,4,83,77,,3,2,0,0,2,0,,,,,
,15,0,15,0,68,57,,0,11,0,1,8,0,,,,,
,19,0,19,0,96,93,,0,3,0,1,0,0,,,,,
,12,0,12,2,47,45,,0,0,0,0,0,0,,,,,
,11,2,11,0,58,53,,5,5,0,1,0,2,,,,,
,12,0,12,3,55,40,,1,12,0,0,6,0,,,,,
,11,0,11,0,44,42,,4,2,0,0,2,0,,,,,
,16,0,16,0,78,75,,1,3,0,1,0,0,,,,,
,10,0,10,0,52,52,,0,0,0,0,0,0,,,,,
,11,0,11,0,48,48,,0,0,0,0,0,0,,,,,
,9,0,9,0,48,47,,0,1,0,0,0,0,,,,,
,11,0,11,0,47,47,,0,0,0,0,0,0,,,,,
,16,0,16,0,83,83,,12,0,0,0,0,0,,,,,
,12,0,12,0,55,53,,0,2,0,0,2,0,,,,,
,7,0,7,1,47,38,,0,8,8,0,0,0,,,,,
,10,0,10,0,44,41,,0,3,0,1,0,0,,,,,
,9,0,9,0,45,44,,6,1,0,0,0,0,,,,,
,10,0,10,0,45,43,,0,2,0,0,2,0,,,,,
,11,0,11,1,48,41,,25,6,0,0,6,0,,,,,
,8,0,8,0,53,52,,0,1,0,0,1,0,,,,,
,13,0,13,0,53,49,,2,4,0,0,4,0,,,,,
,11,0,11,0,58,46,,0,12,0,0,5,0,,,,,
,13,0,13,0,51,47,,0,4,0,0,4,0,,,,,
,14,0,14,1,69,61,,0,7,0,1,4,0,,,,,
,10,0,10,0,54,42,,0,12,0,1,9,0,,,,,
,12,0,12,0,53,53,,1,0,0,0,0,0,,,,,
,11,0,11,0,57,54,,1,3,0,1,0,0,,,,,
,13,0,13,0,62,58,,4,4,1,1,0,0,,,,,
,9,0,9,0,44,44,,0,0,0,0,0,0,,,,,
,12,0,12,0,49,48,,6,1,1,0,0,0,,,,,
,9,0,9,0,43,41,,1,2,0,0,0,0,,,,,
,13,0,13,0,55,49,,1,6,3,1,0,0,,,,,
,15,0,15,0,75,72,,3,3,0,1,0,0,,,,,
,13,0,13,0,54,52,,2,2,0,0,0,0,,,,,
,8,0,8,0,48,40,,0,8,0,1,5,0,,,,,
,14,0,14,0,58,58,,0,0,0,0,0,0,,,,,
,18,0,18,0,88,76,,1,12,0,0,12,0,,,,,
,9,0,9,0,47,47,,0,0,0,0,0,0,,,,,
,21,1,21,3,83,76,,0,4,0,0,2,1,,,,,
,11,0,11,0,48,43,,0,5,0,1,2,0,,,,,
,10,0,10,0,45,43,,1,2,0,0,2,0,,,,,
,12,0,12,0,52,51,,2,1,0,0,0,0,,,,,
,13,0,13,0,60,60,,2,0,0,0,0,0,,,,,
,14,0,14,0,61,57,,0,4,0,0,4,0,,,,,
,18,0,18,0,70,67,,3,3,0,1,0,0,,,,,
,13,1,13,0,60,55,,6,5,0,1,0,1,,,,,
,8,0,8,0,52,44,,14,8,0,0,0,0,,,,,
,11,0,11,0,49,44,,1,5,0,1,2,0,,,,,
,11,0,11,0,66,63,,10,3,1,0,2,0,,,,,
,11,0,11,0,56,56,,1,0,0,0,0,0,,,,,
,15,0,15,0,58,51,,4,7,0,1,4,0,,,,,
,27,0,27,0,113,113,,0,0,0,0,0,0,,,,,
,15,0,15,0,68,60,,1,8,0,0,6,0,,,,,
,19,0,19,1,76,67,,6,8,0,0,2,0,,,,,
,13,0,13,0,48,48,,6,0,0,0,0,0,,,,,
,8,0,8,0,46,44,,0,2,0,0,0,0,,,,,
,13,0,13,3,50,46,,0,1,0,0,0,0,,,,,
,15,1,15,0,64,63,,0,1,0,0,0,1,,,,,
,11,0,11,0,55,47,,2,8,0,0,7,0,,,,,
,23,0,23,0,103,98,,2,5,2,0,0,0,,,,,
,14,0,14,0,50,48,,2,2,0,0,2,0,,,,,
,16,0,16,0,64,60,,0,4,0,0,4,0,,,,,
,13,0,13,1,44,39,,0,4,0,0,4,0,,,,,
,11,0,11,0,46,46,,0,0,0,0,0,0,,,,,
,10,0,10,0,55,55,,1,0,0,0,0,0,,,,,
,14,0,14,3,63,54,,5,6,0,1,2,0,,,,,
,22,0,22,0,104,102,,3,2,0,0,2,0,,,,,
,12,0,12,0,55,53,,1,2,0,0,2,0,,,,,
,8,0,8,0,44,36,,5,8,0,0,7,0,,,,,
,18,0,18,0,66,62,,7,4,0,0,0,0,,,,,
,16,0,16,0,67,61,,0,6,0,0,6,0,,,,,
,17,0,17,0,90,83,,1,7,1,0,6,0,,,,,
,16,1,16,0,60,55,,1,5,0,0,0,1,,,,,
,14,1,14,0,74,72,,2,2,0,0,0,1,,,,,
,11,0,11,0,42,42,,3,0,0,0,0,0,,,,,
,14,0,14,0,53,50,,6,3,0,0,2,0,,,,,
,11,0,11,0,39,34,,4,5,0,0,2,0,,,,,
,15,0,15,0,53,48,,3,5,1,0,4,0,,,,,
,10,0,10,0,40,40,,8,0,0,0,0,0,,,,,
,24,3,24,0,114,107,,11,7,0,0,1,3,,,,,
,18,0,18,0,81,77,,0,4,0,0,4,0,,,,,
,12,0,12,0,48,46,,1,2,0,0,2,0,,,,,
,26,0,26,0,119,108,,3,11,0,1,8,0,,,,,
,12,0,12,0,47,45,,3,2,0,0,2,0,,,,,
,9,2,9,0,43,41,,1,2,0,0,0,2,,,,,
,26,0,26,0,116,108,,0,8,1,1,4,0,,,,,
,11,0,11,0,45,39,,0,6,3,0,2,0,,,,,
,11,0,11,0,54,47,,1,7,0,1,4,0,,,,,
,15,0,15,0,64,64,,2,0,0,0,0,0,,,,,
,8,0,8,0,46,45,,0,1,0,0,1,0,,,,,
,11,0,11,0,45,45,,1,0,0,0,0,0,,,,,
,11,0,11,0,61,56,,0,5,0,1,0,0,,,,,
,13,0,13,4,54,48,,0,2,0,0,0,0,,,,,
,10,0,10,0,51,47,,2,4,0,1,0,0,,,,,
,18,0,18,0,85,84,,0,1,0,0,1,0,,,,,
,13,0,13,1,57,53,,0,3,0,0,0,0,,,,,
,8,0,8,0,45,45,,14,0,0,0,0,0,,,,,
,10,0,10,0,50,50,,9,0,0,0,0,0,,,,,
,12,0,12,3,40,35,,1,2,0,0,0,0,,,,,
,10,0,10,0,48,46,,3,2,0,0,2,0,,,,,
,11,0,11,0,58,52,,6,6,0,0,0,0,,,,,
,12,0,12,0,70,64,,6,6,0,0,0,0,,,,,
,8,0,8,0,44,44,,16,0,0,0,0,0,,,,,
,11,0,11,0,44,44,,0,0,0,0,0,0,,,,,
,16,0,16,0,66,64,,0,2,0,0,2,0,,,,,
,11,1,11,0,46,44,,2,2,0,0,1,1,,,,,
,10,0,10,0,48,48,,0,0,0,0,0,0,,,,,
,22,0,22,8,92,81,,0,3,0,0,1,0,,,,,
,11,0,11,0,53,50,,0,3,0,1,0,0,,,,,
,13,0,13,0,63,53,,0,10,0,1,3,0,,,,,
,8,0,8,6,46,38,,0,2,0,0,0,0,,,,,
,22,0,22,0,90,83,,0,7,0,1,4,0,,,,,
,25,2,25,0,103,93,,0,10,3,1,2,2,,,,,
,14,0,14,0,48,44,,0,4,0,0,4,0,,,,,
,10,0,10,0,55,46,,0,9,0,0,3,0,,,,,
,12,1,12,0,56,48,,0,8,0,1,4,1,,,,,
,11,0,11,0,51,47,,1,4,0,0,4,0,,,,,
,17,0,17,1,60,57,,0,2,0,0,2,0,,,,,
,14,0,14,0,73,68,,2,5,0,1,2,0,,,,,
,17,0,17,1,77,74,,1,2,0,0,2,0,,,,,
,12,0,12,0,47,47,,0,0,0,0,0,0,,,,,
,9,0,9,0,45,45,,1,0,0,0,0,0,,,,,
,14,0,14,0,54,51,,0,3,0,0,3,0,,,,,
,10,0,10,0,52,51,,1,1,1,0,0,0,,,,,
,11,0,11,0,44,44,,3,0,0,0,0,0,,,,,
,10,0,10,0,50,46,,0,4,0,0,4,0,,,,,
,13,1,13,2,50,45,,1,3,0,0,2,1,,,,,
,11,0,11,0,52,49,,0,3,0,1,0,0,,,,,
,17,0,17,1,63,59,,1,3,0,0,0,0,,,,,
,17,0,17,0,84,82,,4,2,2,0,0,0,,,,,
,18,0,18,2,79,77,,45,0,0,0,0,0,,,,,
,16,0,16,0,81,78,,6,3,2,0,1,0,,,,,
,19,0,19,3,87,79,,0,5,0,1,1,0,,,,,
,17,0,17,0,68,64,,4,4,0,1,0,0,,,,,
,16,0,16,1,79,71,,0,7,0,1,4,0,,,,,
,12,1,12,0,57,53,,0,4,0,0,0,1,,,,,
,13,0,13,0,59,54,,1,5,0,1,2,0,,,,,
,13,0,13,0,56,53,,1,3,1,0,2,0,,,,,
,12,0,12,0,54,51,,1,3,1,0,2,0,,,,,
,12,5,12,3,65,57,,0,5,0,0,0,5,,,,,
,13,0,13,0,54,52,,3,2,2,0,0,0,,,,,
,11,0,11,0,54,52,,2,2,0,0,2,0,,,,,
,18,0,18,0,78,74,,3,4,0,0,4,0,,,,,
,18,0,18,0,93,81,,0,12,0,0,2,0,,,,,
,18,0,18,0,80,75,,1,5,0,1,2,0,,,,,
,22,0,22,0,94,84,,2,10,0,2,5,0,,,,,
,22,0,22,0,108,95,,6,13,0,0,8,0,,,,,
,14,4,14,1,57,52,,0,4,0,0,0,4,,,,,
,13,4,13,0,59,50,,1,9,0,3,0,4,,,,,
,10,0,10,0,46,44,,1,2,0,0,2,0,,,,,
,10,0,10,0,50,45,,0,5,0,1,2,0,,,,,
,15,0,15,0,65,57,,1,8,3,1,2,0,,,,,
,15,0,15,0,59,59,,1,0,0,0,0,0,,,,,
,25,0,25,0,114,105,,7,9,0,1,0,0,,,,,
,22,10,22,0,112,92,,8,20,0,2,2,10,,,,,
,9,2,9,0,43,40,,1,3,0,0,1,2,,,,,
,22,0,22,2,83,78,,10,3,0,0,3,0,,,,,
,11,3,11,0,59,53,,2,6,0,1,0,3,,,,,
,18,2,18,0,85,76,,3,9,0,1,0,2,,,,,
,9,0,9,0,48,46,,3,2,2,0,0,0,,,,,
,27,0,27,0,114,108,,0,6,0,2,2,0,,,,,
,24,1,24,1,98,93,,0,4,0,0,3,1,,,,,
,13,1,13,0,53,52,,0,1,0,0,0,1,,,,,
,15,0,15,0,66,64,,0,2,0,0,2,0,,,,,
,8,0,8,0,46,46,,0,0,0,0,0,0,,,,,
,21,2,21,8,85,68,,0,9,0,1,2,2,,,,,
,13,0,13,0,60,56,,2,4,0,0,4,0,,,,,
,13,0,13,0,52,52,,0,0,0,0,0,0,,,,,
,13,0,13,0,54,49,,0,5,0,1,2,0,,,,,
,17,0,17,0,72,68,,1,4,0,0,4,0,,,,,
,24,0,24,0,120,112,,0,8,0,1,4,0,,,,,
,11,1,11,4,52,44,,0,4,0,0,2,1,,,,,
,11,0,11,0,46,43,,0,3,0,0,0,0,,,,,
,13,0,13,0,51,47,,0,4,0,0,4,0,,,,,
,7,1,7,0,45,41,,0,4,3,0,0,1,,,,,
,14,0,14,7,58,45,,0,6,0,0,4,0,,,,,
,14,0,14,0,64,64,,1,0,0,0,0,0,,,,,
,17,0,17,0,70,65,,0,5,0,1,2,0,,,,,
,13,0,13,0,57,57,,1,0,0,0,0,0,,,,,
,11,0,11,3,56,52,,0,1,0,0,0,0,,,,,
,12,0,12,0,56,56,,1,0,0,0,0,0,,,,,
,22,0,22,0,104,101,,1,3,0,1,0,0,,,,,
,29,0,29,3,108,101,,1,4,0,0,4,0,,,,,
,14,2,14,0,72,65,,0,7,0,0,4,2,,,,,
,17,0,17,0,77,70,,0,7,0,1,4,0,,,,,
,15,0,15,0,65,57,,1,8,1,1,4,0,,,,,
,18,0,18,1,74,73,,0,0,0,0,0,0,,,,,
,12,0,12,0,58,50,,1,8,0,1,1,0,,,,,
,21,0,21,4,80,70,,0,6,0,2,2,0,,,,,
,21,0,21,1,77,72,,2,4,0,0,4,0,,,,,
,11,0,11,0,63,55,,0,8,0,0,2,0,,,,,
,18,5,18,0,123,104,,4,19,0,8,4,5,,,,,
,13,0,13,0,50,48,,0,2,0,0,2,0,,,,,
,16,0,16,0,87,87,,1,0,0,0,0,0,,,,,
,19,0,19,0,105,95,,12,10,2,1,0,0,,,,,
,16,0,16,0,72,65,,0,7,0,1,4,0,,,,,
,14,0,14,0,60,56,,5,4,0,0,2,0,,,,,
,16,0,16,0,63,63,,1,0,0,0,0,0,,,,,
,15,0,15,5,64,56,,0,3,0,0,2,0,,,,,
,12,0,12,0,56,52,,0,4,0,0,4,0,,,,,
,14,0,14,0,57,55,,0,2,0,0,2,0,,,,,
,12,0,12,0,52,47,,0,5,2,0,2,0,,,,,
,8,0,8,0,47,40,,3,7,0,1,4,0,,,,,
,14,0,14,0,61,57,,3,4,2,0,2,0,,,,,
,18,0,18,0,99,87,,3,12,0,1,5,0,,,,,
,10,0,10,0,46,46,,1,0,0,0,0,0,,,,,
,10,0,10,0,49,45,,3,4,0,0,4,0,,,,,
,21,0,21,0,93,86,,0,7,1,0,4,0,,,,,
,17,0,17,0,73,62,,2,11,4,1,4,0,,,,,
,24,0,24,0,119,111,,1,8,0,2,4,0,,,,,
,13,0,13,0,66,60,,0,6,0,1,2,0,,,,,
,10,0,10,0,44,44,,0,0,0,0,0,0,,,,,
,10,9,10,0,57,40,,0,17,0,2,4,9,,,,,
,14,0,14,0,44,39,,2,5,0,1,2,0,,,,,
,14,0,14,0,52,47,,0,5,0,1,2,0,,,,,
,15,0,15,1,51,43,,0,7,0,1,4,0,,,,,
,13,0,13,0,53,51,,1,2,0,0,2,0,,,,,
,12,0,12,0,53,47,,9,6,2,0,4,0,,,,,
,16,0,16,0,66,65,,0,1,0,0,0,0,,,,,
,16,0,16,0,68,60,,3,8,0,0,6,0,,,,,
,16,2,16,0,76,67,,8,9,0,1,2,2,,,,,
,12,0,12,0,60,55,,0,5,0,1,2,0,,,,,
,11,0,11,4,47,41,,0,2,0,0,0,0,,,,,
,19,0,19,0,73,73,,2,0,0,0,0,0,,,,,
,15,5,15,1,66,51,,0,14,0,1,4,5,,,,,
,17,0,17,0,80,72,,4,8,0,2,4,0,,,,,
,17,3,17,0,85,78,,0,7,0,0,4,3,,,,,
,9,0,9,0,47,47,,3,0,0,0,0,0,,,,,
,27,0,27,0,114,108,,1,6,0,2,2,0,,,,,
,21,0,21,0,84,78,,0,6,0,0,2,0,,,,,
,10,0,10,0,51,44,,0,7,0,1,4,0,,,,,
,13,0,13,0,59,52,,0,7,0,1,4,0,,,,,
,10,0,10,0,50,43,,0,7,0,1,4,0,,,,,
,11,0,11,0,47,38,,3,9,0,1,2,0,,,,,
,12,2,12,0,60,58,,0,2,0,0,0,2,,,,,
,14,0,14,0,74,74,,0,0,0,0,0,0,,,,,
,11,0,11,0,62,59,,0,3,0,1,0,0,,,,,
,15,0,15,0,68,66,,0,2,0,0,2,0,,,,,
,17,0,17,4,90,81,,0,5,0,1,2,0,,,,,
,23,0,23,0,110,101,,0,9,0,1,4,0,,,,,
,12,2,12,0,55,50,,0,5,0,1,0,2,,,,,
,15,0,15,0,78,77,,0,1,0,0,1,0,,,,,
,14,0,14,0,67,63,,0,4,0,0,4,0,,,,,
,14,6,14,2,58,38,,2,18,0,0,4,6,,,,,
,11,0,11,0,45,39,,3,6,4,0,2,0,,,,,
,10,3,10,0,52,49,,3,3,0,0,0,3,,,,,
,9,5,9,0,45,40,,0,5,0,0,0,5,,,,,
,15,0,15,0,52,48,,1,4,0,0,0,0,,,,,
,14,0,14,7,67,60,,0,0,0,0,0,0,,,,,
,10,0,10,1,53,49,,1,3,1,0,2,0,,,,,
,13,0,13,0,60,56,,1,4,0,0,4,0,,,,,
,15,0,15,0,67,62,,1,5,0,1,2,0,,,,,
,12,0,12,0,51,46,,4,5,1,0,4,0,,,,,
,12,0,12,0,60,55,,5,5,2,1,0,0,,,,,
,12,0,12,0,57,53,,0,4,0,0,4,0,,,,,
,13,1,13,0,52,48,,3,4,0,1,0,1,,,,,
,13,0,13,0,66,66,,5,0,0,0,0,0,,,,,
,13,0,13,0,60,55,,1,5,0,0,4,0,,,,,
,12,0,12,0,53,51,,1,2,0,0,2,0,,,,,
,14,0,14,0,66,63,,4,3,0,1,0,0,,,,,
,13,0,13,0,61,61,,0,0,0,0,0,0,,,,,
,17,1,17,1,90,83,,4,6,0,1,0,1,,,,,
,22,1,22,0,85,82,,1,3,0,0,2,1,,,,,
,13,4,13,2,71,52,,0,17,0,1,10,4,,,,,
,13,0,13,1,69,62,,1,6,0,0,6,0,,,,,
,19,0,19,0,87,83,,1,4,0,0,0,0,,,,,
,13,0,13,0,59,55,,0,4,0,1,0,0,,,,,
,12,0,12,2,50,47,,0,1,0,0,0,0,,,,,
,14,0,14,0,61,58,,0,3,0,1,0,0,,,,,
,14,0,14,0,64,58,,0,6,0,1,2,0,,,,,
,19,1,19,0,80,77,,2,3,0,0,2,1,,,,,
,8,0,8,0,48,45,,1,3,0,1,0,0,,,,,
,7,0,7,3,49,41,,0,5,0,2,0,0,,,,,
,13,1,13,0,55,54,,1,1,0,0,0,1,,,,,
,12,0,12,0,53,51,,0,2,0,0,2,0,,,,,
,13,0,13,1,56,55,,0,0,0,0,0,0,,,,,
,21,1,21,0,78,69,,8,9,0,0,2,1,,,,,
,17,0,17,2,70,63,,0,5,0,1,2,0,,,,,
,11,4,11,0,44,38,,0,6,2,0,0,4,,,,,
,17,2,17,0,74,67,,1,7,0,0,4,2,,,,,
,10,0,10,0,46,44,,0,2,0,0,2,0,,,,,
,13,0,13,6,63,53,,0,4,0,1,0,0,,,,,
,14,0,14,0,62,58,,2,4,0,0,4,0,,,,,
,16,0,16,0,71,66,,3,5,0,1,2,0,,,,,
,19,1,19,2,75,63,,0,10,0,1,6,1,,,,,
,19,1,19,1,84,74,,7,9,0,2,0,1,,,,,
,21,0,21,0,87,84,,2,3,0,1,0,0,,,,,
,12,0,12,0,54,47,,1,7,0,1,4,0,,,,,
,13,0,13,0,69,64,,3,5,0,0,4,0,,,,,
,9,0,9,0,48,45,,1,3,0,0,2,0,,,,,
,14,0,14,0,55,41,,1,14,0,0,4,0,,,,,
,14,3,14,1,59,55,,2,3,0,0,0,3,,,,,
,15,0,15,0,72,64,,5,8,0,0,4,0,,,,,
,15,1,15,2,54,47,,1,5,0,0,4,1,,,,,
,14,0,14,0,71,66,,3,5,1,0,1,0,,,,,
,8,0,8,0,56,44,,3,12,0,1,1,0,,,,,
,8,0,8,0,49,41,,2,8,6,0,2,0,,,,,
,12,0,12,0,50,48,,1,2,0,0,2,0,,,,,
,12,0,12,0,41,37,,1,4,0,0,0,0,,,,,
,9,3,9,0,42,39,,1,3,0,0,0,3,,,,,
,12,0,12,3,48,41,,3,4,0,1,0,0,,,,,
,19,0,19,3,80,71,,1,6,0,1,2,0,,,,,
,21,0,21,0,105,93,,19,12,3,0,2,0,,,,,
,10,0,10,0,53,46,,2,7,3,0,4,0,,,,,
,14,0,14,0,67,61,,1,6,0,1,0,0,,,,,
,26,1,26,3,118,107,,2,8,0,2,2,1,,,,,
,19,0,19,0,83,79,,3,4,0,1,0,0,,,,,
,17,1,17,2,64,57,,10,5,0,0,4,1,,,,,
,10,0,10,0,41,41,,1,0,0,0,0,0,,,,,
,17,0,17,2,75,66,,1,7,0,1,4,0,,,,,
,13,0,13,3,57,49,,1,5,0,0,4,0,,,,,
,10,0,10,0,55,50,,1,5,0,1,2,0,,,,,
,23,0,23,0,115,107,,6,8,0,0,4,0,,,,,
,13,0,13,0,66,59,,5,7,3,0,2,0,,,,,
,15,0,15,0,78,78,,1,0,0,0,0,0,,,,,
,9,0,9,2,52,40,,0,10,0,0,10,0,,,,,
,15,0,15,0,60,53,,1,7,0,0,7,0,,,,,
,14,0,14,0,75,67,,1,8,0,2,4,0,,,,,
,12,0,12,0,50,44,,1,6,0,0,6,0,,,,,
,15,0,15,0,64,62,,1,2,0,0,2,0,,,,,
