F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
,11,0,11,0,45,45,,1,0,0,0,0,0,,,,,
,14,0,14,0,52,52,,1,0,0,0,0,0,,,,,
,12,0,12,0,51,45,,2,6,6,0,0,0,,,,,
,22,0,22,0,91,91,,1,0,0,0,0,0,,,,,
,13,0,13,0,72,67,,3,5,0,0,5,0,,,,,
,18,0,18,0,94,94,,1,0,0,0,0,0,,,,,
,28,0,28,1,120,117,,1,2,0,0,0,0,,,,,
,24,2,24,0,119,117,,3,2,0,0,0,2,,,,,
,16,0,16,0,81,81,,1,0,0,0,0,0,,,,,
,6,0,6,0,45,45,,1,0,0,0,0,0,,,,,
,21,0,21,0,99,92,,1,7,0,0,7,0,,,,,
,20,0,20,0,85,85,,9,0,0,0,0,0,,,,,
,14,0,14,0,50,50,,1,0,0,0,0,0,,,,,
,20,0,20,2,77,75,,2,0,0,0,0,0,,,,,
,12,0,12,0,51,51,,1,0,0,0,0,0,,,,,
,9,0,9,0,47,47,,1,0,0,0,0,0,,,,,
,10,0,10,0,57,57,,1,0,0,0,0,0,,,,,
,21,0,21,0,84,81,,5,3,3,0,0,0,,,,,
,15,0,15,0,66,66,,1,0,0,0,0,0,,,,,
,8,0,8,0,44,32,,6,12,0,0,12,0,,,,,
,13,0,13,1,61,60,,1,0,0,0,0,0,,,,,
,10,0,10,0,46,46,,1,0,0,0,0,0,,,,,
,15,0,15,0,75,73,,1,2,0,0,0,0,,,,,
,14,0,14,0,61,61,,1,0,0,0,0,0,,,,,
,12,0,12,1,49,48,,1,0,0,0,0,0,,,,,
,18,0,18,0,74,74,,1,0,0,0,0,0,,,,,
,18,0,18,0,88,82,,3,6,0,1,2,0,,,,,
,18,1,18,0,81,77,,2,4,0,1,0,1,,,,,
,13,1,13,0,54,53,,2,1,0,0,0,1,,,,,
,29,0,29,0,137,137,,1,0,0,0,0,0,,,,,
,11,0,11,0,59,59,,1,0,0,0,0,0,,,,,
,11,0,11,0,46,46,,1,0,0,0,0,0,,,,,
,16,0,16,0,70,70,,1,0,0,0,0,0,,,,,
,17,1,17,0,72,71,,2,1,0,0,0,1,,,,,
,12,1,12,1,50,48,,7,1,0,0,0,1,,,,,
,13,0,13,3,46,43,,2,0,0,0,0,0,,,,,
,12,0,12,0,57,57,,1,0,0,0,0,0,,,,,
,11,0,11,0,43,43,,1,0,0,0,0,0,,,,,
,15,0,15,0,64,64,,2,0,0,0,0,0,,,,,
,9,0,9,0,46,46,,1,0,0,0,0,0,,,,,
,7,0,7,0,44,41,,1,3,3,0,0,0,,,,,
,12,0,12,0,40,40,,1,0,0,0,0,0,,,,,
,9,2,9,0,44,41,,2,3,0,0,1,2,,,,,
,12,0,12,0,72,72,,1,0,0,0,0,0,,,,,
,9,0,9,0,50,50,,1,0,0,0,0,0,,,,,
,12,2,12,0,58,56,,2,2,0,0,0,2,,,,,
,16,1,16,0,68,67,,4,1,0,0,0,1,,,,,
,13,0,13,0,57,57,,1,0,0,0,0,0,,,,,
,8,0,8,0,47,47,,1,0,0,0,0,0,,,,,
,12,0,12,0,61,61,,2,0,0,0,0,0,,,,,
,11,0,11,0,51,51,,1,0,0,0,0,0,,,,,
,11,0,11,0,45,45,,2,0,0,0,0,0,,,,,
,14,0,14,0,71,71,,1,0,0,0,0,0,,,,,
,15,0,15,0,71,71,,1,0,0,0,0,0,,,,,
,9,0,9,0,57,57,,1,0,0,0,0,0,,,,,
,11,0,11,0,50,50,,1,0,0,0,0,0,,,,,
,9,0,9,0,42,42,,1,0,0,0,0,0,,,,,
,15,0,15,0,66,66,,1,0,0,0,0,0,,,,,
,10,0,10,0,42,42,,1,0,0,0,0,0,,,,,
,15,0,15,2,60,58,,0,0,0,0,0,0,,,,,
,11,2,11,3,41,36,,1,2,0,0,0,2,,,,,
,12,0,12,1,42,41,,1,0,0,0,0,0,,,,,
,8,0,8,0,39,39,,1,0,0,0,0,0,,,,,
,18,0,18,0,87,87,,1,0,0,0,0,0,,,,,
,7,0,7,4,45,41,,1,0,0,0,0,0,,,,,
,15,2,15,0,67,65,,2,2,0,0,0,2,,,,,
,9,0,9,0,40,40,,1,0,0,0,0,0,,,,,
,11,0,11,0,43,43,,1,0,0,0,0,0,,,,,
,10,0,10,0,47,47,,1,0,0,0,0,0,,,,,
,14,0,14,0,70,70,,13,0,0,0,0,0,,,,,
,17,0,17,1,108,107,,31,0,0,0,0,0,,,,,
,12,0,12,0,63,53,,53,10,10,0,0,0,,,,,
,12,0,12,0,72,72,,17,0,0,0,0,0,,,,,
,15,1,15,0,66,65,,2,1,0,0,0,1,,,,,
,14,0,14,0,62,62,,1,0,0,0,0,0,,,,,
,14,1,14,0,52,47,,2,5,0,1,0,1,,,,,
,13,0,13,0,72,68,,1,4,0,1,1,0,,,,,
,17,0,17,0,73,70,,1,3,0,1,0,0,,,,,
,16,0,16,0,66,65,,2,1,0,0,1,0,,,,,
,12,0,12,0,78,78,,1,0,0,0,0,0,,,,,
,11,0,11,0,45,45,,0,0,0,0,0,0,,,,,
,16,1,16,0,77,76,,2,1,0,0,0,1,,,,,
,17,1,17,0,81,80,,4,1,0,0,0,1,,,,,
,18,2,18,0,90,85,,2,5,0,1,0,2,,,,,
,19,0,19,0,88,82,,6,6,0,0,6,0,,,,,
,19,0,19,2,83,81,,1,0,0,0,0,0,,,,,
,18,0,18,0,91,84,,1,7,0,1,4,0,,,,,
,32,0,32,0,144,142,,1,2,0,0,2,0,,,,,
,31,5,31,0,144,138,,5,6,0,0,0,5,,,,,
,15,0,15,0,64,64,,1,0,0,0,0,0,,,,,
,24,2,24,0,95,93,,2,2,0,0,0,2,,,,,
,19,0,19,0,95,92,,1,3,0,1,0,0,,,,,
,15,1,15,0,70,66,,2,4,0,0,1,1,,,,,
,9,0,9,0,42,41,,1,1,0,0,0,0,,,,,
,8,0,8,0,48,41,,4,7,7,0,0,0,,,,,
,16,1,16,0,69,59,,2,10,8,0,0,1,,,,,
,18,1,18,3,88,81,,1,4,0,0,2,1,,,,,
,16,1,16,0,95,94,,2,1,0,0,0,1,,,,,
,14,0,14,0,52,52,,1,0,0,0,0,0,,,,,
,23,4,23,0,116,108,,4,8,0,2,0,4,,,,,
,12,0,12,2,47,45,,1,0,0,0,0,0,,,,,
,16,2,16,0,67,63,,5,4,0,0,2,2,,,,,
,30,0,30,0,135,134,,1,1,0,0,0,0,,,,,
,27,1,27,0,102,101,,2,1,0,0,0,1,,,,,
,25,1,25,0,134,133,,2,1,0,0,0,1,,,,,
,12,3,12,0,93,86,,20,7,0,1,0,3,,,,,
,9,1,9,0,43,42,,3,1,0,0,0,1,,,,,
,13,0,13,0,73,73,,1,0,0,0,0,0,,,,,
,25,2,25,0,118,113,,3,5,0,1,0,2,,,,,
,1,0,1,0,109,109,,1,0,0,0,0,0,,,,,
,12,0,12,0,57,57,,1,0,0,0,0,0,,,,,
,26,1,26,0,122,121,,2,1,0,0,0,1,,,,,
,12,0,12,0,53,53,,1,0,0,0,0,0,,,,,
,8,3,8,0,44,41,,3,3,0,0,0,3,,,,,
,13,1,13,0,60,59,,2,1,0,0,0,1,,,,,
,18,0,18,0,77,77,,1,0,0,0,0,0,,,,,
,24,0,24,0,109,108,,1,1,0,0,1,0,,,,,
,33,0,33,0,161,156,,1,5,0,1,2,0,,,,,
,33,0,33,0,167,166,,1,1,0,0,0,0,,,,,
,46,1,46,0,204,198,,4,6,0,0,4,1,,,,,
,42,0,42,0,236,224,,8,12,0,0,10,0,,,,,
,21,0,21,0,82,81,,0,1,0,0,0,0,,,,,
,22,0,22,0,89,89,,1,0,0,0,0,0,,,,,
,15,1,15,0,74,70,,3,4,2,0,0,1,,,,,
,18,1,18,2,76,73,,0,1,0,0,0,1,,,,,
,9,0,9,0,42,42,,4,0,0,0,0,0,,,,,
,14,3,14,4,64,57,,3,3,0,0,0,3,,,,,
,19,0,19,0,96,96,,1,0,0,0,0,0,,,,,
,15,0,15,0,68,68,,1,0,0,0,0,0,,,,,
,24,2,24,1,91,87,,2,3,0,0,0,2,,,,,
,11,0,11,0,48,48,,1,0,0,0,0,0,,,,,
,22,2,22,0,99,90,,2,9,0,2,3,2,,,,,
,14,0,14,0,79,79,,1,0,0,0,0,0,,,,,
,12,0,12,0,53,53,,1,0,0,0,0,0,,,,,
,9,0,9,0,52,52,,1,0,0,0,0,0,,,,,
,10,0,10,0,50,48,,2,2,0,0,2,0,,,,,
,14,0,14,0,69,69,,1,0,0,0,0,0,,,,,
,22,3,22,4,102,95,,3,3,0,0,0,3,,,,,
,15,0,15,0,70,70,,1,0,0,0,0,0,,,,,
,10,0,10,0,41,41,,1,0,0,0,0,0,,,,,
,9,0,9,0,49,49,,1,0,0,0,0,0,,,,,
,18,0,18,0,88,86,,1,2,0,0,2,0,,,,,
,18,0,18,0,88,86,,1,2,0,0,2,0,,,,,
,16,1,16,0,80,79,,2,1,0,0,0,1,,,,,
,15,1,15,0,86,85,,17,1,0,0,0,1,,,,,
,10,1,10,0,42,37,,2,5,4,0,0,1,,,,,
,17,0,17,0,74,74,,1,0,0,0,0,0,,,,,
,17,0,17,5,76,66,,1,5,1,0,4,0,,,,,
,13,0,13,0,71,71,,1,0,0,0,0,0,,,,,
,12,1,12,0,55,53,,2,2,0,0,0,1,,,,,
,14,0,14,0,56,56,,1,0,0,0,0,0,,,,,
,15,0,15,0,55,55,,1,0,0,0,0,0,,,,,
,30,1,30,0,125,121,,3,4,0,1,0,1,,,,,
,14,0,14,0,67,64,,1,3,0,1,0,0,,,,,
,17,0,17,0,72,72,,1,0,0,0,0,0,,,,,
,31,0,31,0,156,156,,1,0,0,0,0,0,,,,,
,15,0,15,1,57,52,,3,4,4,0,0,0,,,,,
,10,0,10,0,60,53,,2,7,7,0,0,0,,,,,
,13,0,13,0,73,70,,1,3,0,1,0,0,,,,,
,18,1,18,0,94,93,,2,1,0,0,0,1,,,,,
,19,3,19,0,99,96,,1,3,0,0,0,3,,,,,
,8,0,8,0,44,37,,3,7,6,0,1,0,,,,,
,10,0,10,0,82,51,,19,31,31,0,0,0,,,,,
,32,0,32,0,158,157,,1,1,0,0,0,0,,,,,
,23,1,23,1,93,91,,7,1,0,0,0,1,,,,,
,7,2,7,0,45,39,,2,6,0,2,0,2,,,,,
,32,2,32,0,175,165,,3,10,0,2,4,2,,,,,
,20,0,20,0,89,86,,1,3,0,1,0,0,,,,,
,18,0,18,0,77,77,,1,0,0,0,0,0,,,,,
,17,0,17,0,83,79,,1,4,0,2,0,0,,,,,
,22,0,22,0,114,114,,1,0,0,0,0,0,,,,,
,15,0,15,0,69,69,,1,0,0,0,0,0,,,,,
,8,0,8,0,44,36,,1,8,0,0,0,0,,,,,
,13,0,13,0,55,55,,1,0,0,0,0,0,,,,,
,22,0,22,0,87,86,,1,1,0,0,0,0,,,,,
,27,0,27,2,114,112,,1,0,0,0,0,0,,,,,
,21,0,21,4,88,83,,83,1,0,0,0,0,,,,,
,9,0,9,0,47,47,,47,0,0,0,0,0,,,,,
,9,0,9,0,44,34,,1,10,9,0,1,0,,,,,
,13,0,13,0,61,60,,2,1,0,0,1,0,,,,,
,17,0,17,0,84,80,,1,4,0,1,0,0,,,,,
,13,0,13,0,55,55,,1,0,0,0,0,0,,,,,
,11,0,11,0,53,53,,1,0,0,0,0,0,,,,,
,12,0,12,0,57,55,,1,2,0,0,0,0,,,,,
,19,0,19,0,88,88,,1,0,0,0,0,0,,,,,
,23,0,23,0,123,120,,1,3,0,1,0,0,,,,,
,13,0,13,0,62,62,,1,0,0,0,0,0,,,,,
,16,0,16,1,69,68,,1,0,0,0,0,0,,,,,
,12,0,12,0,64,64,,25,0,0,0,0,0,,,,,
,12,0,12,0,60,60,,1,0,0,0,0,0,,,,,
,22,1,22,0,113,108,,2,5,0,2,0,1,,,,,
,17,0,17,0,72,71,,0,1,0,0,0,0,,,,,
,22,0,22,0,86,86,,1,0,0,0,0,0,,,,,
,21,0,21,0,95,95,,1,0,0,0,0,0,,,,,
,14,1,14,4,73,68,,2,1,0,0,0,1,,,,,
,9,0,9,0,50,50,,19,0,0,0,0,0,,,,,
,18,0,18,0,71,66,,1,5,0,0,2,0,,,,,
,19,0,19,0,90,90,,1,0,0,0,0,0,,,,,
,32,1,32,0,144,143,,2,1,0,0,0,1,,,,,
,10,0,10,1,48,46,,1,1,0,0,0,0,,,,,
,4,0,4,0,22,22,,1,0,0,0,0,0,,,,,
,12,0,12,0,63,62,,2,1,0,0,0,0,,,,,
,15,0,15,0,71,69,,1,2,0,0,2,0,,,,,
,21,1,21,0,101,99,,4,2,0,0,1,1,,,,,
,6,0,6,0,28,28,,1,0,0,0,0,0,,,,,
,18,0,18,1,82,81,,1,0,0,0,0,0,,,,,
,16,0,16,0,94,92,,2,2,0,0,2,0,,,,,
,7,0,7,0,31,31,,1,0,0,0,0,0,,,,,
,17,0,17,1,85,83,,1,1,0,0,0,0,,,,,
,20,0,20,0,85,83,,1,2,0,0,2,0,,,,,
,21,0,21,0,107,105,,1,2,0,0,0,0,,,,,
,11,0,11,0,45,42,,1,3,0,0,3,0,,,,,
,14,0,14,1,72,71,,0,0,0,0,0,0,,,,,
,7,0,7,0,23,23,,1,0,0,0,0,0,,,,,
,6,0,6,0,33,30,,1,3,0,1,0,0,,,,,
,22,0,22,0,91,91,,1,0,0,0,0,0,,,,,
,12,0,12,0,49,49,,1,0,0,0,0,0,,,,,
,2,0,2,0,12,12,,1,0,0,0,0,0,,,,,
,9,0,9,0,46,46,,1,0,0,0,0,0,,,,,
,10,0,10,0,47,47,,1,0,0,0,0,0,,,,,
,24,0,24,0,113,112,,4,1,0,0,1,0,,,,,
,7,1,7,0,41,40,,2,1,0,0,0,1,,,,,
,16,0,16,0,69,66,,1,3,0,0,0,0,,,,,
,13,0,13,0,48,47,,0,1,0,0,0,0,,,,,
,12,0,12,0,52,52,,1,0,0,0,0,0,,,,,
,10,0,10,0,51,49,,1,2,0,0,2,0,,,,,
,21,1,21,0,83,80,,19,3,0,0,2,1,,,,,
,10,0,10,2,61,48,,2,11,11,0,0,0,,,,,
,23,1,23,0,118,116,,2,2,0,0,0,1,,,,,
,14,0,14,1,77,74,,1,2,0,0,0,0,,,,,
,13,0,13,0,57,57,,1,0,0,0,0,0,,,,,
,10,2,10,0,49,47,,2,2,0,0,0,2,,,,,
,17,0,17,1,85,83,,1,1,0,0,0,0,,,,,
,16,0,16,0,73,73,,1,0,0,0,0,0,,,,,
,24,0,24,0,115,112,,1,3,0,1,0,0,,,,,
,16,0,16,0,65,62,,5,3,0,0,0,0,,,,,
,10,0,10,0,43,43,,43,0,0,0,0,0,,,,,
,17,0,17,0,60,59,,1,1,0,0,0,0,,,,,
,10,0,10,4,78,70,,1,4,4,0,0,0,,,,,
,27,1,27,0,111,109,,2,2,0,0,0,1,,,,,
,13,1,13,0,64,59,,1,5,0,1,0,1,,,,,
,13,0,13,0,63,59,,1,4,0,1,0,0,,,,,
,21,0,21,0,107,104,,1,3,0,1,0,0,,,,,
,17,0,17,1,77,72,,1,4,0,0,0,0,,,,,
,21,0,21,0,97,94,,1,3,0,0,3,0,,,,,
,12,0,12,0,45,45,,1,0,0,0,0,0,,,,,
,14,0,14,0,60,60,,1,0,0,0,0,0,,,,,
,7,0,7,0,45,42,,1,3,3,0,0,0,,,,,
,13,1,13,0,58,57,,2,1,0,0,0,1,,,,,
,17,0,17,1,66,65,,1,0,0,0,0,0,,,,,
,13,0,13,0,56,56,,1,0,0,0,0,0,,,,,
,14,0,14,0,63,57,,2,6,0,1,2,0,,,,,
,16,0,16,0,67,58,,2,9,8,0,1,0,,,,,
,10,0,10,0,43,43,,22,0,0,0,0,0,,,,,
,9,0,9,0,46,36,,2,10,4,1,2,0,,,,,
,12,0,12,0,52,51,,1,1,0,0,0,0,,,,,
,19,0,19,0,96,96,,1,0,0,0,0,0,,,,,
,20,0,20,0,97,97,,1,0,0,0,0,0,,,,,
,23,0,23,0,113,110,,1,3,0,1,0,0,,,,,
,23,1,23,6,114,104,,2,4,0,1,0,1,,,,,
,15,0,15,0,59,59,,1,0,0,0,0,0,,,,,
,19,0,19,0,89,89,,1,0,0,0,0,0,,,,,
,14,0,14,0,52,52,,4,0,0,0,0,0,,,,,
,24,0,24,0,91,91,,1,0,0,0,0,0,,,,,
,13,0,13,0,63,63,,1,0,0,0,0,0,,,,,
,9,0,9,0,41,41,,1,0,0,0,0,0,,,,,
,17,0,17,0,72,72,,1,0,0,0,0,0,,,,,
,9,0,9,0,51,51,,1,0,0,0,0,0,,,,,
,11,1,11,2,51,46,,2,3,0,0,2,1,,,,,
,9,0,9,0,42,35,,1,7,7,0,0,0,,,,,
,8,0,8,0,45,45,,9,0,0,0,0,0,,,,,
,16,0,16,0,75,75,,1,0,0,0,0,0,,,,,
,20,1,20,0,107,98,,2,9,0,1,0,1,,,,,
,20,3,20,0,98,94,,4,4,0,0,0,3,,,,,
,10,1,10,8,46,37,,1,1,0,0,0,1,,,,,
,13,1,13,8,59,50,,1,1,0,0,0,1,,,,,
,21,0,21,0,93,88,,1,5,0,1,0,0,,,,,
,20,0,20,0,98,98,,2,0,0,0,0,0,,,,,
,10,0,10,0,52,52,,1,0,0,0,0,0,,,,,
,9,2,9,0,47,45,,1,2,0,0,0,2,,,,,
,9,0,9,0,57,57,,1,0,0,0,0,0,,,,,
,22,0,22,1,104,100,,1,3,0,1,0,0,,,,,
,14,0,14,0,87,83,,2,4,3,0,0,0,,,,,
,15,0,15,0,60,60,,1,0,0,0,0,0,,,,,
,14,0,14,0,63,60,,1,3,0,1,0,0,,,,,
,19,0,19,0,90,90,,1,0,0,0,0,0,,,,,
,17,0,17,0,69,69,,1,0,0,0,0,0,,,,,
,16,0,16,0,88,87,,12,1,0,0,0,0,,,,,
,20,0,20,2,91,83,,1,6,0,0,0,0,,,,,
,11,0,11,0,40,40,,1,0,0,0,0,0,,,,,
,13,0,13,2,57,46,,2,9,0,2,1,0,,,,,
,5,0,5,1,25,23,,1,1,0,0,0,0,,,,,
,4,0,4,1,19,17,,1,1,0,0,0,0,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,3,0,3,0,14,13,,1,1,0,0,0,0,,,,,
,10,0,10,0,51,51,,1,0,0,0,0,0,,,,,
,18,0,18,0,83,83,,1,0,0,0,0,0,,,,,
,21,0,21,0,87,87,,1,0,0,0,0,0,,,,,
,9,0,9,0,44,44,,1,0,0,0,0,0,,,,,
,18,0,18,0,87,87,,1,0,0,0,0,0,,,,,
,22,0,22,0,81,81,,7,0,0,0,0,0,,,,,
,8,11,8,0,50,39,,1,11,0,0,0,11,,,,,
,16,0,16,0,78,78,,1,0,0,0,0,0,,,,,
,10,0,10,1,44,43,,1,0,0,0,0,0,,,,,
,18,0,18,0,76,76,,3,0,0,0,0,0,,,,,
,10,0,10,0,44,37,,1,7,0,0,0,0,,,,,
,10,2,10,0,41,39,,2,2,0,0,0,2,,,,,
,8,0,8,0,49,45,,1,4,0,0,0,0,,,,,
,15,0,15,0,55,55,,1,0,0,0,0,0,,,,,
,15,0,15,0,62,60,,1,2,0,0,0,0,,,,,
,21,0,21,0,96,94,,1,2,0,0,0,0,,,,,
,10,0,10,0,40,40,,1,0,0,0,0,0,,,,,
,12,1,12,0,61,52,,2,9,0,2,0,1,,,,,
,14,0,14,0,57,55,,1,2,0,0,0,0,,,,,
,16,2,16,0,70,67,,7,3,0,0,0,2,,,,,
,9,0,9,0,45,45,,1,0,0,0,0,0,,,,,
,11,1,11,3,65,49,,1,13,0,2,0,1,,,,,
,13,0,13,0,56,56,,1,0,0,0,0,0,,,,,
,11,0,11,0,48,48,,1,0,0,0,0,0,,,,,
,17,1,17,0,82,75,,2,7,0,0,0,1,,,,,
,2,0,2,0,16,12,,0,4,0,0,0,0,,,,,
,3,0,3,0,20,17,,1,3,0,0,0,0,,,,,
,3,0,3,0,19,16,,0,3,0,0,0,0,,,,,
,8,0,8,0,53,50,,0,3,0,0,0,0,,,,,
,1,0,1,0,13,9,,0,4,0,0,0,0,,,,,
,12,1,12,0,55,51,,1,4,0,1,0,1,,,,,
,14,0,14,0,57,57,,1,0,0,0,0,0,,,,,
,3,0,3,0,18,16,,1,2,0,0,0,0,,,,,
,2,0,2,0,6,5,,4,1,0,0,0,0,,,,,
,6,0,6,0,38,35,,4,3,0,1,0,0,,,,,
,12,3,12,0,49,46,,1,3,0,0,0,3,,,,,
,14,1,14,0,68,67,,2,1,0,0,0,1,,,,,
,13,0,13,0,70,69,,3,1,0,0,0,0,,,,,
,13,0,13,0,64,64,,1,0,0,0,0,0,,,,,
,10,0,10,0,66,66,,16,0,0,0,0,0,,,,,
,15,0,15,0,67,67,,1,0,0,0,0,0,,,,,
,24,0,24,1,112,103,,86,8,7,0,0,0,,,,,
,10,0,10,0,42,42,,13,0,0,0,0,0,,,,,
,17,0,17,0,85,85,,1,0,0,0,0,0,,,,,
,13,1,13,0,62,61,,4,1,0,0,0,1,,,,,
,5,0,5,0,33,22,,3,11,0,0,10,0,,,,,
,2,0,2,0,16,10,,0,6,0,0,5,0,,,,,
,21,0,21,0,112,101,,1,11,0,0,0,0,,,,,
,22,0,22,0,98,94,,1,4,0,0,0,0,,,,,
,17,0,17,0,83,82,,9,1,0,0,0,0,,,,,
,11,1,11,0,64,63,,1,1,0,0,0,1,,,,,
,22,0,22,0,122,115,,1,7,0,0,1,0,,,,,
,21,0,21,0,89,89,,1,0,0,0,0,0,,,,,
,19,0,19,0,86,86,,1,0,0,0,0,0,,,,,
,16,0,16,3,62,56,,1,3,0,0,0,0,,,,,
,9,2,9,0,43,41,,2,2,0,0,0,2,,,,,
,17,0,17,0,82,78,,1,4,0,1,1,0,,,,,
,12,0,12,0,48,48,,6,0,0,0,0,0,,,,,
,5,0,5,2,17,13,,1,2,0,0,0,0,,,,,
,4,0,4,2,15,12,,1,1,0,0,0,0,,,,,
,2,0,2,0,91,90,,1,1,0,0,0,0,,,,,
,1,0,1,0,5,4,,1,1,0,0,0,0,,,,,
,11,0,11,0,58,55,,2,3,0,1,0,0,,,,,
,11,0,11,0,42,42,,1,0,0,0,0,0,,,,,
,10,0,10,0,43,43,,1,0,0,0,0,0,,,,,
,12,0,12,0,45,45,,1,0,0,0,0,0,,,,,
,20,2,20,1,89,84,,2,4,0,0,0,2,,,,,
,12,0,12,0,53,53,,1,0,0,0,0,0,,,,,
,10,0,10,0,45,45,,1,0,0,0,0,0,,,,,
,19,0,19,0,89,89,,0,0,0,0,0,0,,,,,
,13,0,13,1,55,54,,0,0,0,0,0,0,,,,,
,15,0,15,0,73,70,,2,3,0,0,0,0,,,,,
,13,0,13,1,59,47,,1,11,0,0,0,0,,,,,
,11,0,11,0,48,47,,1,1,0,0,0,0,,,,,
,22,1,22,0,107,105,,2,2,0,0,1,1,,,,,
,12,0,12,0,49,49,,1,0,0,0,0,0,,,,,
,12,2,12,0,64,62,,2,2,0,0,0,2,,,,,
,13,2,13,0,58,56,,2,2,0,0,0,2,,,,,
,11,1,11,0,57,56,,2,1,0,0,0,1,,,,,
,24,1,24,0,99,95,,2,4,0,1,0,1,,,,,
,11,2,11,0,59,54,,2,5,0,1,0,2,,,,,
,17,2,17,0,91,85,,2,6,0,2,0,2,,,,,
,24,0,24,0,109,104,,1,5,0,1,0,0,,,,,
,10,0,10,0,46,46,,1,0,0,0,0,0,,,,,
,8,0,8,0,45,45,,1,0,0,0,0,0,,,,,
,19,0,19,2,87,80,,1,3,0,1,0,0,,,,,
,25,2,25,0,110,107,,2,3,0,0,0,2,,,,,
,11,0,11,0,63,63,,1,0,0,0,0,0,,,,,
,13,0,13,0,62,59,,1,3,0,0,0,0,,,,,
,20,0,20,0,88,86,,1,2,0,0,0,0,,,,,
,15,0,15,0,74,74,,1,0,0,0,0,0,,,,,
,13,0,13,0,62,60,,0,2,0,0,0,0,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,12,0,12,0,43,41,,0,2,0,0,0,0,,,,,
,20,3,20,0,92,82,,4,10,0,0,0,3,,,,,
,22,3,22,0,101,98,,3,3,0,0,0,3,,,,,
,11,0,11,0,62,62,,0,0,0,0,0,0,,,,,
,12,0,12,0,60,54,,1,6,0,1,0,0,,,,,
,11,0,11,0,49,49,,0,0,0,0,0,0,,,,,
,16,0,16,0,77,77,,1,0,0,0,0,0,,,,,
,10,0,10,1,41,40,,1,0,0,0,0,0,,,,,
,7,5,7,0,33,27,,1,6,0,0,0,5,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,8,0,8,0,37,36,,1,1,0,0,0,0,,,,,
,15,1,15,0,66,65,,6,1,0,0,0,1,,,,,
,11,5,11,0,58,53,,6,5,0,0,0,5,,,,,
,15,0,15,0,69,69,,1,0,0,0,0,0,,,,,
,17,0,17,0,90,90,,1,0,0,0,0,0,,,,,
,14,0,14,0,80,80,,1,0,0,0,0,0,,,,,
,6,0,6,0,33,32,,1,1,0,0,0,0,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,7,0,7,0,43,38,,0,5,0,0,0,0,,,,,
,8,0,8,0,35,30,,1,5,0,0,0,0,,,,,
,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,
,9,0,9,0,57,44,,4,13,0,0,12,0,,,,,
,10,0,10,0,45,41,,1,4,0,0,0,0,,,,,
,15,0,15,0,62,62,,1,0,0,0,0,0,,,,,
,14,0,14,0,68,68,,1,0,0,0,0,0,,,,,
,14,0,14,0,56,53,,2,3,0,1,0,0,,,,,
,11,0,11,0,48,44,,44,4,4,0,0,0,,,,,
,17,0,17,0,80,79,,3,1,0,0,0,0,,,,,
,11,0,11,0,50,50,,1,0,0,0,0,0,,,,,
,11,0,11,0,46,46,,2,0,0,0,0,0,,,,,
,6,3,6,0,44,38,,1,6,0,0,0,3,,,,,
,3,0,3,0,14,11,,1,3,0,0,0,0,,,,,
,21,0,21,0,101,101,,1,0,0,0,0,0,,,,,
,17,0,17,0,81,81,,1,0,0,0,0,0,,,,,
,19,0,19,0,85,85,,1,0,0,0,0,0,,,,,
,9,0,9,0,49,36,,1,13,0,0,0,0,,,,,
,12,0,12,0,54,54,,1,0,0,0,0,0,,,,,
,26,0,26,0,108,107,,1,1,0,0,0,0,,,,,
,10,2,10,0,49,43,,2,6,0,1,0,2,,,,,
,14,0,14,0,58,58,,1,0,0,0,0,0,,,,,
,11,0,11,0,42,42,,2,0,0,0,0,0,,,,,
,11,0,11,0,52,52,,1,0,0,0,0,0,,,,,
,10,0,10,0,47,47,,1,0,0,0,0,0,,,,,
,8,5,8,0,45,39,,1,6,0,0,1,5,,,,,
,21,0,21,0,87,83,,1,4,0,0,0,0,,,,,
,17,0,17,1,66,65,,1,0,0,0,0,0,,,,,
,11,0,11,0,57,57,,1,0,0,0,0,0,,,,,
,9,0,9,0,44,40,,1,4,4,0,0,0,,,,,
,20,1,20,8,86,75,,2,3,0,0,0,1,,,,,
,4,0,4,0,19,16,,0,3,0,0,0,0,,,,,
,9,0,9,0,39,38,,38,1,0,0,0,0,,,,,
,25,0,25,0,109,109,,1,0,0,0,0,0,,,,,
,17,0,17,0,80,80,,1,0,0,0,0,0,,,,,
,6,0,6,0,55,51,,1,4,0,0,0,0,,,,,
,10,0,10,2,48,46,,1,0,0,0,0,0,,,,,
,10,0,10,0,54,51,,3,3,0,0,0,0,,,,,
,13,0,13,0,65,62,,2,3,0,0,0,0,,,,,
,13,0,13,2,59,56,,1,1,0,0,0,0,,,,,
,12,0,12,0,58,58,,1,0,0,0,0,0,,,,,
,10,0,10,0,50,50,,1,0,0,0,0,0,,,,,
,16,0,16,0,88,88,,1,0,0,0,0,0,,,,,
