0,5,1,5,0,50,44,1,26,6,0,6,6,0,0,0,1,1
0,8,1,8,0,50,24,0,0,26,0,0,11,11,0,0,1,1
1,8,1,8,0,49,34,0,0,15,0,4,4,0,0,0,0,1
4,51,1,52,0,231,219,1,6,12,1,4,5,0,0,0,1,1
2,39,1,39,0,171,161,1,2,10,1,4,6,1,0,1,1,1
0,13,1,13,0,49,46,2,3,3,0,0,1,1,0,3,0,1
2,16,1,15,0,72,68,0,0,4,0,4,4,0,0,0,3,1
2,8,1,8,0,46,41,0,8,5,4,0,5,1,0,0,1,1
3,24,2,11,0,102,93,2,7,9,0,6,7,1,0,0,4,1
1,12,1,12,1,46,43,0,0,2,0,2,2,0,0,0,1,1
0,31,2,15,1,143,137,2,9,5,0,0,1,1,1,1,0,1
0,10,1,10,0,43,41,0,0,2,0,2,2,0,1,0,1,1
2,15,1,15,0,65,65,0,0,0,0,0,0,0,0,0,0,1
1,34,3,11,0,129,122,0,0,7,0,3,5,2,0,0,1,1
2,10,1,10,0,53,51,0,0,2,0,2,2,0,0,0,0,1
2,9,1,9,0,50,50,0,1,0,0,0,0,0,0,1,0,1
0,31,1,32,0,116,111,0,0,5,0,1,1,0,0,0,1,1
1,17,1,17,0,75,75,0,0,0,0,0,0,0,0,0,0,1
1,10,1,10,0,50,48,0,0,2,0,2,2,0,0,0,0,1
0,11,1,11,0,52,52,0,0,0,0,0,0,0,0,0,0,1
3,26,3,8,0,109,105,0,0,4,1,0,4,3,0,0,0,1
0,25,1,25,0,109,109,0,0,0,0,0,0,0,0,0,0,1
2,22,2,11,0,112,109,0,0,3,1,2,3,0,0,0,0,1
0,28,1,28,0,112,107,0,0,5,0,1,1,0,0,0,0,1
2,20,1,20,0,77,76,0,0,1,0,1,1,0,0,0,0,1
2,31,2,15,0,135,132,0,0,3,0,2,2,0,0,0,1,1
0,18,1,18,0,77,74,0,1,3,1,2,3,0,0,1,0,1
1,10,1,10,0,50,50,0,0,0,0,0,0,0,0,0,0,1
2,12,2,6,0,66,66,0,0,0,0,0,0,0,0,0,0,1
1,12,1,12,0,53,53,0,0,0,0,0,0,0,0,0,0,1
1,13,2,6,1,53,49,4,20,3,0,2,2,0,0,1,1,1
1,13,1,13,0,79,64,1,4,15,3,4,7,0,0,0,1,1
3,24,1,24,1,104,87,0,0,16,1,1,2,0,0,0,1,1
3,23,1,23,0,92,88,0,1,4,1,0,1,0,1,1,0,1
1,9,1,9,0,50,48,0,0,2,0,2,2,0,0,0,0,1
2,9,1,9,0,43,43,0,0,0,0,0,0,0,0,0,0,1
1,17,2,8,0,67,64,0,0,3,0,0,3,3,0,0,2,1
1,14,2,7,0,60,58,0,0,2,0,0,2,2,0,0,0,1
1,9,1,9,1,63,56,0,0,6,0,0,0,0,0,0,0,1
3,11,2,5,0,49,47,0,0,2,2,0,2,0,0,0,0,1
2,20,2,10,0,80,77,0,0,3,0,0,1,1,0,0,0,1
1,20,2,10,0,84,82,0,0,2,0,0,1,1,0,0,0,1
1,26,1,26,0,110,109,0,0,1,0,0,0,0,0,0,0,1
2,16,1,15,0,71,68,0,0,3,0,0,0,0,0,0,0,1
0,14,2,6,0,66,59,0,0,7,0,0,5,5,0,0,0,1
0,10,2,5,0,60,58,0,2,2,0,0,2,2,0,2,0,1
2,8,1,8,0,44,36,8,36,8,0,8,8,0,0,0,0,1
0,9,1,9,0,45,45,0,0,0,0,0,0,0,0,0,0,1
2,11,2,5,0,52,50,0,1,2,0,0,2,2,0,1,0,1
1,14,1,14,3,57,53,0,0,1,0,0,0,0,0,0,0,1
1,11,1,11,2,44,42,0,2,0,0,0,0,0,0,2,0,1
1,4,1,4,0,64,64,0,0,0,0,0,0,0,2,0,0,1
1,10,1,10,0,43,42,0,1,1,0,0,0,0,0,1,0,1
1,8,1,8,0,50,50,0,0,0,0,0,0,0,0,0,0,1
1,9,1,9,0,54,54,0,0,0,0,0,0,0,0,0,0,1
0,11,1,11,0,50,48,0,1,2,0,2,2,0,0,1,0,1
2,18,2,9,1,77,76,0,1,0,0,0,0,0,0,1,0,1
1,11,1,11,0,80,80,0,0,0,0,0,0,0,0,0,0,1
1,12,1,12,0,57,53,0,0,4,0,0,0,0,0,0,0,1
0,10,1,10,0,45,45,0,0,0,0,0,0,0,0,0,0,1
4,14,2,7,0,65,65,0,0,0,0,0,0,0,0,0,0,1
0,17,1,17,0,62,60,16,60,2,0,0,0,0,0,0,0,1
2,25,1,25,6,115,105,2,11,4,0,1,1,0,0,1,0,1
0,8,1,8,0,54,54,0,0,0,0,0,0,0,1,0,0,1
0,12,1,12,0,60,60,0,0,0,0,0,0,0,0,0,0,1
0,10,1,10,4,50,41,0,0,5,0,2,2,0,0,0,1,1
2,10,1,10,0,42,40,0,0,2,0,0,0,0,1,0,0,1
1,6,1,6,0,56,56,0,0,0,0,0,0,0,0,0,0,1
4,16,1,16,0,105,101,16,101,4,4,0,4,0,0,0,0,1
1,14,1,14,0,69,69,1,16,0,0,0,0,0,0,1,0,1
4,24,2,12,0,121,114,0,0,7,0,0,0,0,0,0,0,1
1,24,1,8,0,121,114,0,0,7,0,0,0,0,0,0,0,1
0,9,1,9,0,51,51,6,42,0,0,0,0,0,0,1,0,1
1,6,1,6,0,61,61,0,0,0,0,0,0,0,0,0,0,1
2,13,1,13,0,67,67,0,0,0,0,0,0,0,0,0,0,1
1,9,1,9,0,43,41,1,1,2,0,2,2,0,0,1,0,1
2,7,2,3,0,47,43,0,2,4,1,0,1,0,0,2,1,1
1,10,1,10,0,41,41,0,0,0,0,0,0,0,0,0,0,1
0,9,1,9,0,52,49,0,0,0,0,0,0,0,0,0,0,1
0,19,2,9,0,72,66,0,1,6,2,0,3,1,0,1,0,1
3,23,3,8,0,108,96,0,4,12,6,2,12,4,0,3,0,1
0,11,1,11,0,61,55,0,1,6,0,0,0,0,0,1,0,1
0,17,2,8,0,75,69,0,1,6,0,6,6,0,0,1,0,1
1,6,1,6,0,49,49,0,1,0,0,0,0,0,0,1,0,1
1,8,1,8,0,99,45,0,1,54,0,54,54,0,0,1,0,1
1,10,2,5,0,67,67,0,0,0,0,0,0,0,0,0,0,1
1,12,1,12,0,87,85,0,0,2,0,0,0,0,0,0,2,1
1,9,2,4,0,60,46,0,1,14,0,8,8,0,0,1,0,1
1,9,1,9,0,45,43,0,1,2,0,2,2,0,0,1,0,1
0,10,1,10,0,46,42,0,0,4,0,1,1,0,0,0,0,1
1,15,1,15,0,59,56,0,0,3,0,0,0,0,0,0,0,1
